"PROJETO";"Fase";"Região";"UF";"Município";"Escopo_RE";"Escopo_RI";"Escopo_GS";"Energia compart";"Escola Conectada"
"21030022";"B";"Nordeste I";"MA";"Barreirinhas";"Sim";"Sim";"Não";;"Não"
"21030103";"B";"Nordeste I";"MA";"Barreirinhas";"Sim";"Sim";"Não";;"Sim"
"21030111";"B";"Nordeste I";"MA";"Barreirinhas";"Sim";"Sim";"Não";;"Não"
"21030120";"B";"Nordeste I";"MA";"Barreirinhas";"Sim";"Sim";"Não";;"Sim"
"21030138";"B";"Nordeste I";"MA";"Barreirinhas";"Sim";"Sim";"Não";;"Não"
"21030162";"B";"Nordeste I";"MA";"Barreirinhas";"Sim";"Sim";"Não";;"Sim"
"21030200";"B";"Nordeste I";"MA";"Barreirinhas";"Sim";"Sim";"Não";;"Não"
"21030278";"B";"Nordeste I";"MA";"Barreirinhas";"Sim";"Sim";"Não";;"Não"
"21030308";"B";"Nordeste I";"MA";"Barreirinhas";"Sim";"Sim";"Não";;"Sim"
"21030332";"B";"Nordeste I";"MA";"Barreirinhas";"Sim";"Sim";"Não";;"Não"
"21030367";"B";"Nordeste I";"MA";"Barreirinhas";"Sim";"Sim";"Não";;"Não"
"21030391";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21030413";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21030464";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21030537";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21030553";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21030561";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21030588";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21030600";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21030626";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21030634";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21030642";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21030650";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21030707";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21030715";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21030723";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21030782";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21030790";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21030863";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21030901";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21030936";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21030944";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21031029";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21031045";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21031053";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21031070";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21031118";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21031126";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21031177";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21031185";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21031223";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21031231";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21031240";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21031282";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21031290";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21031304";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21031320";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21031347";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21031355";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21031380";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21031398";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21031410";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21031444";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21031460";"B";"Nordeste I";"MA";"Humberto de Campos";"Sim";"Sim";"Não";;"Não"
"21031541";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21031550";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21031568";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21031576";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21031584";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21031614";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21031630";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21031649";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21031657";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21031665";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21031690";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21031703";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21031711";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21031720";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21031738";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21031746";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21031754";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21031762";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21031789";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21031797";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21031800";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21031827";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21031894";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21031908";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21031924";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21031940";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21031967";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21031975";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21031983";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21031991";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21032009";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21032025";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21032050";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21032076";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21032084";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21032106";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21032114";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21032190";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21032220";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21032238";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21032254";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21032270";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21032327";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21032360";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21032424";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21032459";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21032483";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21032521";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21032548";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21032564";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21032580";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21032769";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21032785";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21032815";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21032823";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21032831";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21032840";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21032890";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21032912";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21032920";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21032939";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21032963";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21032971";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21032980";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21033005";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21033013";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21033056";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21033080";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21033099";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21033110";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21033129";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21033161";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21033188";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21033226";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21033234";"B";"Nordeste I";"MA";"Primeira Cruz";"Sim";"Sim";"Não";;"Não"
"21033242";"B";"Nordeste I";"MA";"Santo Amaro do Maranhão";"Sim";"Sim";"Não";;"Não"
"21033455";"B";"Nordeste I";"MA";"Tutóia";"Sim";"Sim";"Não";;"Não"
"21033471";"B";"Nordeste I";"MA";"Paulino Neves";"Sim";"Sim";"Não";;"Não"
"21033501";"B";"Nordeste I";"MA";"Paulino Neves";"Sim";"Sim";"Não";;"Não"
"21033510";"B";"Nordeste I";"MA";"Tutóia";"Sim";"Sim";"Não";;"Não"
"21033552";"B";"Nordeste I";"MA";"Paulino Neves";"Sim";"Sim";"Não";;"Não"
"21033617";"B";"Nordeste I";"MA";"Tutóia";"Sim";"Sim";"Não";;"Não"
"21033625";"B";"Nordeste I";"MA";"Paulino Neves";"Sim";"Sim";"Não";;"Não"
"21033650";"B";"Nordeste I";"MA";"Paulino Neves";"Sim";"Sim";"Não";;"Não"
"21033757";"B";"Nordeste I";"MA";"Tutóia";"Sim";"Sim";"Não";;"Não"
"21033773";"B";"Nordeste I";"MA";"Paulino Neves";"Sim";"Sim";"Não";;"Não"
"21033781";"B";"Nordeste I";"MA";"Paulino Neves";"Sim";"Sim";"Não";;"Não"
"21033943";"B";"Nordeste I";"MA";"Tutóia";"Sim";"Sim";"Não";;"Não"
"21033986";"B";"Nordeste I";"MA";"Tutóia";"Sim";"Sim";"Não";;"Não"
"21034079";"B";"Nordeste I";"MA";"Tutóia";"Sim";"Sim";"Não";;"Não"
"21034109";"B";"Nordeste I";"MA";"Tutóia";"Sim";"Sim";"Não";;"Não"
"21034133";"B";"Nordeste I";"MA";"Tutóia";"Sim";"Sim";"Não";;"Não"
"21034184";"B";"Nordeste I";"MA";"Tutóia";"Sim";"Sim";"Não";;"Não"
"21034257";"B";"Nordeste I";"MA";"Tutóia";"Sim";"Sim";"Não";;"Não"
"21034265";"B";"Nordeste I";"MA";"Tutóia";"Sim";"Sim";"Não";;"Não"
"21034273";"B";"Nordeste I";"MA";"Paulino Neves";"Sim";"Sim";"Não";;"Não"
"21034311";"B";"Nordeste I";"MA";"Paulino Neves";"Sim";"Sim";"Não";;"Não"
"21034427";"B";"Nordeste I";"MA";"Paulino Neves";"Sim";"Sim";"Não";;"Não"
"21034435";"B";"Nordeste I";"MA";"Tutóia";"Sim";"Sim";"Não";;"Não"
"21034486";"B";"Nordeste I";"MA";"Paulino Neves";"Sim";"Sim";"Não";;"Não"
"21034532";"B";"Nordeste I";"MA";"Tutóia";"Sim";"Sim";"Não";;"Não"
"21034575";"B";"Nordeste I";"MA";"Tutóia";"Sim";"Sim";"Não";;"Não"
"21034591";"B";"Nordeste I";"MA";"Paulino Neves";"Sim";"Sim";"Não";;"Não"
"21034613";"B";"Nordeste I";"MA";"Tutóia";"Sim";"Sim";"Não";;"Não"
"21034630";"B";"Nordeste I";"MA";"Paulino Neves";"Sim";"Sim";"Não";;"Não"
"21034702";"B";"Nordeste I";"MA";"Tutóia";"Sim";"Sim";"Não";;"Não"
"21034753";"B";"Nordeste I";"MA";"Tutóia";"Sim";"Sim";"Não";;"Não"
"21034788";"B";"Nordeste I";"MA";"Tutóia";"Sim";"Sim";"Não";;"Não"
"21034818";"B";"Nordeste I";"MA";"Paulino Neves";"Sim";"Sim";"Não";;"Não"
"21034931";"B";"Nordeste I";"MA";"Tutóia";"Sim";"Sim";"Não";;"Não"
"21034966";"B";"Nordeste I";"MA";"Tutóia";"Sim";"Sim";"Não";;"Não"
"21034974";"B";"Nordeste I";"MA";"Tutóia";"Sim";"Sim";"Não";;"Não"
"21035040";"B";"Nordeste I";"MA";"Tutóia";"Sim";"Sim";"Não";;"Não"
"21035172";"B";"Nordeste I";"MA";"Paulino Neves";"Sim";"Sim";"Não";;"Não"
"21035229";"B";"Nordeste I";"MA";"Anajatuba";"Sim";"Sim";"Não";;"Não"
"21035237";"B";"Nordeste I";"MA";"Anajatuba";"Sim";"Sim";"Não";;"Não"
"21035288";"B";"Nordeste I";"MA";"Anajatuba";"Sim";"Sim";"Não";;"Não"
"21035342";"B";"Nordeste I";"MA";"Anajatuba";"Sim";"Sim";"Não";;"Não"
"21035423";"B";"Nordeste I";"MA";"Anajatuba";"Sim";"Sim";"Não";;"Não"
"21035520";"B";"Nordeste I";"MA";"Anajatuba";"Sim";"Sim";"Não";;"Não"
"21035539";"B";"Nordeste I";"MA";"Anajatuba";"Sim";"Sim";"Não";;"Não"
"21035555";"B";"Nordeste I";"MA";"Anajatuba";"Sim";"Sim";"Não";;"Não"
"21035628";"B";"Nordeste I";"MA";"Anajatuba";"Sim";"Sim";"Não";;"Não"
"21035695";"B";"Nordeste I";"MA";"Anajatuba";"Sim";"Sim";"Não";;"Não"
"21035733";"B";"Nordeste I";"MA";"Anajatuba";"Sim";"Sim";"Não";;"Não"
"21035814";"B";"Nordeste I";"MA";"Anajatuba";"Sim";"Sim";"Não";;"Não"
"21035849";"B";"Nordeste I";"MA";"Anajatuba";"Sim";"Sim";"Não";;"Não"
"21035857";"B";"Nordeste I";"MA";"Anajatuba";"Sim";"Sim";"Não";;"Não"
"21035920";"B";"Nordeste I";"MA";"Anajatuba";"Sim";"Sim";"Não";;"Não"
"21035946";"B";"Nordeste I";"MA";"Anajatuba";"Sim";"Sim";"Não";;"Não"
"21036071";"B";"Nordeste I";"MA";"Anajatuba";"Sim";"Sim";"Não";;"Não"
"21036209";"B";"Nordeste I";"MA";"Anajatuba";"Sim";"Sim";"Não";;"Não"
"21036225";"B";"Nordeste I";"MA";"Anajatuba";"Sim";"Sim";"Não";;"Não"
"21036241";"B";"Nordeste I";"MA";"Anajatuba";"Sim";"Sim";"Não";;"Não"
"21036284";"B";"Nordeste I";"MA";"Anajatuba";"Sim";"Sim";"Não";;"Não"
"21036314";"B";"Nordeste I";"MA";"Anajatuba";"Sim";"Sim";"Não";;"Não"
"21036462";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21036500";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21036594";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21036691";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21036756";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21036799";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21036845";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21036900";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21036942";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21036950";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21037000";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21037035";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21037060";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21037108";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21037124";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21037140";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21037175";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21037183";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21037191";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21037205";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21037213";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21037256";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21037337";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21037590";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21037655";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21037698";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21037736";"B";"Nordeste I";"MA";"Arari";"Sim";"Sim";"Não";;"Não"
"21037809";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21037817";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21037850";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21037876";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21037892";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21037914";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21037922";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21037957";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21037973";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038015";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038040";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038058";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038082";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038163";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038228";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038252";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038422";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038449";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038465";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038538";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038570";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038589";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038597";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038600";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038619";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038643";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038694";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038708";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038732";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038759";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038791";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038805";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038813";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038830";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038848";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038856";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038872";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038902";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038910";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21038961";"B";"Nordeste I";"MA";"Cajari";"Sim";"Sim";"Não";;"Não"
"21039020";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
"21039054";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
"21039070";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
"21039089";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
"21039100";"B";"Nordeste I";"MA";"Olinda Nova do Maranhão";"Sim";"Sim";"Não";;"Não"
"21039119";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
"21039143";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
"21039186";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
"21039232";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
"21039259";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
"21039321";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
"21039330";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
"21039348";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
"21039356";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
"21039364";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
"21039372";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
"21039380";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
"21039445";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
"21039461";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
"21039470";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
"21039496";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
"21039500";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
"21039526";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
"21039534";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
"21039542";"B";"Nordeste I";"MA";"Olinda Nova do Maranhão";"Sim";"Sim";"Não";;"Não"
"21039585";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
"21039593";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
"21039607";"B";"Nordeste I";"MA";"Matinha";"Sim";"Sim";"Não";;"Não"
